text	label	original_label
almost shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy 	positive	positive
oversexed , at times overwrought comedy/drama that offers little insight into the experience of being forty , female and single . 	negative	negative
makes sex with strangers , which opens today in the new york metropolitan area , so distasteful 	negative	negative
eight legged freaks ? 	negative	negative
in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title 	negative	negative
that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation 	negative	negative
like kubrick before him , may not touch the planet 's skin , but understands the workings of its spirit . 	positive	positive
a walk to remember a niche hit 	positive	positive
, accepting a 50-year-old in the role is creepy in a michael jackson sort of way . 	negative	negative
welcome in her most charmless 	negative	negative
the otherwise good-naturedness of mr. deeds , with its embrace of sheer goofiness and cameos of less - than-likely new york celebrities ... certainly raises the film above anything sandler 's been attached to before . 	positive	positive
hollywood comedies such as father of the bride 	positive	positive
get no satisfaction 	negative	negative
it is wise 	positive	positive
brings this unknown slice of history affectingly to life 	positive	positive
this one feels like a life sentence 	negative	negative
a compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day 	positive	positive
anyone else who may , for whatever reason , be thinking about going to see this movie 	negative	negative
good yarn 	positive	positive
is not show-stoppingly hilarious , but scathingly witty nonetheless 	positive	positive
is an impressive achievement in spite of a river of sadness that pours into every frame 	positive	positive
mysterious , sensual , emotionally intense , and 	positive	positive
gets the job done 	positive	positive
one of the funniest motion pictures of the year , but 	positive	positive
none of the happily-ever 	negative	negative
the evocative imagery and gentle , lapping rhythms of this film are infectious -- it gets under our skin and draws us in long before the plot kicks into gear 	positive	positive
very satisfying 	positive	positive
in the name of an allegedly inspiring and easily marketable flick 	positive	positive
gooding is the energetic frontman 	positive	positive
film about growing up that we do n't see often enough these days 	positive	positive
naturally charming 	positive	positive
the rare directors who feels acting is the heart and soul of cinema 	positive	positive
into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ' 	positive	positive
petter næss ' delicate , clever direction 	positive	positive
remarkably dull with only caine 	negative	negative
the characters have a freshness and modesty that transcends their predicament . 	positive	positive
to a climax that 's scarcely a surprise by the time 	negative	negative
feels like a prison stretch 	negative	negative
secretary 	positive	positive
of that on the cinematic front , look no further than this 20th anniversary edition of the film that spielberg calls 	positive	positive
visually atrocious , and often downright creepy 	negative	negative
come with the warning `` 	negative	negative
the plot of the comeback curlers is n't very interesting actually , but what i like about men with brooms and what is kind of special is how the film knows what 's unique and quirky about canadians . 	positive	positive
a soulless hunk 	negative	negative
conventional but heartwarming 	positive	positive
unencouraging 	negative	negative
big screen magic 	positive	positive
not smart and not engaging 	negative	negative
of good acting 	positive	positive
bitter and truthful 	positive	positive
also the unique way shainberg goes about telling what at heart is a sweet little girl 	positive	positive
after seeing the film , i can tell you that there 's no other reason why anyone should bother remembering it . 	negative	negative
people act weird 	negative	negative
